id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,league,cpf
fe012aca,Jeremie Boga,Midfielder Forward,Right,172,28,Cote d'Ivoire,132ebc33,3,2,24,Ligue 1,a0435291 e2befd26 ec79b7c2 cff3d9bb b3072e00 132ebc33 922493f3
5e22e2a4,Baptiste Santamaria,Midfielder,Right,183,30,France,132ebc33,0,1,23,Ligue 1,a486e511 c96d05af 69236f98 b3072e00 132ebc33
6ce43701,Youssoufa Moukoko,Forward,Left,179,20,Germany,132ebc33,2,2,19,Ligue 1,132ebc33 d943111d 40347053 6c254a38 add600ae
0e12089d,Maxime Dupe,Goalkeeper,Right,188,32,France,132ebc33,0,0,2,Ligue 1,d7a486cd 3f8c4b5f 08ad393c d9676424 132ebc33
35f311ec,Yael Nandjou,Defender,None,None,19,France,132ebc33,0,0,7,Ligue 1,132ebc33
9a34200f,Issiaga Camara,Midfielder,None,None,20,Guinea,8dfb7350,0,0,9,Ligue 1,132ebc33
6e7f1353,Morgan Sanson,Midfielder,Right,182,30,France,132ebc33,3,0,6,Ligue 1,cd5d7aa6 c0d3eab4 8602292d 281b0e73 5725cc7b 132ebc33
c4d2da61,Amidou Doumbouya,Midfielder,None,None,17,France,132ebc33,0,0,2,Ligue 1,132ebc33
02bcaf8e,Bilal Brahimi,Midfielder Forward,Left,183,25,Algeria,80328a1e,1,3,23,Pro League A,69236f98 2d860997 fb08dbb3 132ebc33 7fdd64e0 80328a1e
065dc209,Terem Moffi,Forward,Left,188,26,Nigeria,132ebc33,1,0,5,Ligue 1,77193015 132ebc33 d2c87802
cbfb7cd7,Victor Orakpo,Forward,None,None,18,Nigeria,132ebc33,0,0,5,Ligue 1,132ebc33
975df60a,Fares Bousnina,Forward,None,183,19,Tunisia,132ebc33,0,0,2,None,132ebc33
fc4cf6a7,Jordan Lotomba,Defender Midfielder,Right,177,26,Switzerland,fb4ca611,1,1,13,Eredivisie,4b682260 132ebc33 fb4ca611 2864c5a0
5f869a62,Iliesse Salhi,Midfielder,None,None,17,France,132ebc33,0,0,1,None,132ebc33
c9f49454,Rares Ilie,Midfielder,Right,183,22,Romania,b964e6bb,0,3,14,Serie B,132ebc33 2864c5a0 b964e6bb 099e0a8b
95915bb5,Bernard Nguene,Forward,None,None,18,Cameroon,132ebc33,0,0,1,Ligue 1,132ebc33
45a7a1e7,Laurenzo Alvarenga,Midfielder,None,181,20,France,132ebc33,0,0,1,None,132ebc33
b26afd1e,Daouda Traore,Midfielder,None,186,18,France,259d3345,0,0,0,Ligue 1,132ebc33
02e63f80,Teddy Boulhendi,Goalkeeper,Right,185,24,France,132ebc33,0,0,0,None,132ebc33
d441a34d,Everton Pereira,Midfielder,None,None,18,France,132ebc33,0,0,0,None,132ebc33
154a757b,Mousslim Youssouf,Defender,None,166,19,France,132ebc33,0,0,0,None,132ebc33
d123e380,Bartosz Zelazowski,Goalkeeper,None,193,20,Poland,132ebc33,0,0,0,None,132ebc33
2fb8f3a6,Djibril Coulibaly,Midfielder,None,None,16,France,132ebc33,0,0,0,None,132ebc33
ea6bc03a,Robin Koch,Defender Midfielder,Right,192,28,Germany,f0ac8ee6,3,2,40,Bundesliga,a486e511 a93e668c f0ac8ee6 5bfb9659 73a27a73
5b92d896,Hugo Ekitike,Forward,Right,189,22,France,f0ac8ee6,19,11,45,Bundesliga,f0ac8ee6 e2d8892c cb89181d 7fdd64e0
df8d6029,Arthur Theate,Defender,Left,191,25,Belgium,f0ac8ee6,0,0,41,Bundesliga,1d8099f8 95b895fe b3072e00 f0ac8ee6
39769cff,Rasmus Kristensen,Defender Midfielder,Right,176,27,Denmark,f0ac8ee6,6,4,41,Bundesliga,a26209d7 50f2a074 3c4fb635 f0ac8ee6 5bfb9659 cf74a709 19c3f8c4
35d64857,Tuta,Defender,Right,184,25,Brazil,f0ac8ee6,2,1,41,Bundesliga,f0ac8ee6 77193015 5f232eb1
00c9a283,Hugo Larsson,Midfielder,None,None,20,Sweden,f0ac8ee6,6,1,44,Bundesliga,f3d8c8b9 f0ac8ee6
c2211709,Ellyes Skhiri,Midfielder,Right,184,30,Tunisia,f0ac8ee6,2,3,42,Bundesliga,bc357bf7 f0ac8ee6 281b0e73
ce17b5eb,Kevin Trapp,Goalkeeper,Right,189,34,Germany,f0ac8ee6,0,0,33,Bundesliga,f0ac8ee6 e2d8892c 73a27a73
abc79c47,Nathaniel Brown,Defender Midfielder,Left,None,21,Germany,f0ac8ee6,3,6,30,Bundesliga,f0ac8ee6 6f2c108c 8724a375 6ed99f94
9efa1d25,Mario Gotze,Midfielder Forward,Right,176,32,Germany,f0ac8ee6,5,3,32,Bundesliga,f0ac8ee6 add600ae 054efa67 e334d850
19a967ab,Ansgar Knauff,Defender Midfielder,Right,180,23,Germany,f0ac8ee6,6,7,41,Bundesliga,f0ac8ee6 d943111d 40347053 6c254a38 add600ae
0e0102eb,Omar Marmoush,Midfielder Forward,Right,177,26,Egypt,b8fd03ef,26,11,41,Premier League,4eaa11d7 4f4b03ee 54864664 f0ac8ee6 b8fd03ef 598bc722
8eb5c94c,Nnamdi Collins,Defender,None,None,21,Germany,f0ac8ee6,1,1,30,Bundesliga,40347053 6c254a38 d943111d f0ac8ee6
357103bd,Fares Chaibi,Midfielder Forward,Right,183,22,Algeria,f0ac8ee6,1,3,36,Bundesliga,f0ac8ee6 3f8c4b5f
70d4c949,Jean Matteo Bahoya,Midfielder,None,180,20,France,f0ac8ee6,3,4,33,Bundesliga,f0ac8ee6 69236f98
c7c50cb5,Kaua Santos,Goalkeeper,None,None,22,Brazil,f0ac8ee6,0,0,14,Bundesliga,f0ac8ee6 639950ae
1d0b134a,Can Uzun,Midfielder,None,None,19,Turkey,f0ac8ee6,5,2,30,Bundesliga,f0ac8ee6 6f2c108c 8724a375 6ed99f94
f5b281e7,Niels Nkounkou,Defender Midfielder,Left,182,24,France,f0ac8ee6,0,0,20,Bundesliga,75fae011 f0ac8ee6 33c6b26e 4d6fce81 5725cc7b d3fd31cc d298ef2c
db4ed67b,Mahmoud Dahoud,Midfielder,Right,176,29,Germany,f0ac8ee6,1,1,17,Bundesliga,f0ac8ee6 598bc722 32f3ee20 d07537b9 add600ae
3e2bbae6,Oscar Hojlund,Midfielder,None,None,20,Denmark,f0ac8ee6,1,0,20,Bundesliga,f0ac8ee6 18050b20
948e1292,Igor Matanovic,Forward,Right,194,22,Croatia,f0ac8ee6,1,1,23,Bundesliga,54864664 f0ac8ee6 d9dd39c9 33ba9d7b 22c72f0b
95bb6ddc,Junior Dina Ebimbe,Midfielder,Right,182,24,France,f0ac8ee6,2,1,11,Bundesliga,8dfb7350 e2d8892c 5c2737db f0ac8ee6
2973d8ff,Michy Batshuayi,Forward,Right,185,31,Belgium,f0ac8ee6,8,2,37,Bundesliga,f0ac8ee6 33c6b26e cff3d9bb 09080694 5725cc7b ae1e2d7d 47c64c55 dcc91a7b 0f9294bd ecd11ca2 add600ae
0d7b6576,Elye Wahi,Forward,Right,178,22,France,f0ac8ee6,3,1,24,Bundesliga,f0ac8ee6 fd4e0f7d 281b0e73 5725cc7b
1227a22d,Aurele Amenda,Defender,None,None,21,Switzerland,f0ac8ee6,0,0,12,Bundesliga,4b682260 f0ac8ee6
b3b7f5a6,Timothy Chandler,Defender Midfielder,Right,186,35,United States,f0ac8ee6,0,0,3,Bundesliga,f0ac8ee6 6f2c108c
03299713,Eba Bekir Is,Midfielder,None,None,16,Germany,34640cc6,0,0,1,Bundesliga,f0ac8ee6 34640cc6 7cc68edf
f26dee6b,Jens Grahl,Goalkeeper,Both,193,36,Germany,f0ac8ee6,0,0,0,Bundesliga,033ea6b8 f0ac8ee6 598bc722
f6391f16,Yurij Obert,Goalkeeper,None,None,19,Germany,f0ac8ee6,0,0,0,U19 Bundesliga,61fca1ee 7cc68edf
acecfaee,Amil Siljevic,Goalkeeper,None,None,18,Germany,7cc68edf,0,0,0,Bundesliga,f0ac8ee6 34640cc6 7cc68edf
a21bfa0f,Nils Ramming,Goalkeeper,None,None,18,Sweden,f0ac8ee6,0,0,0,U19 Bundesliga,34640cc6 7cc68edf
ef8f2990,Noah Fenyo,Midfielder,None,None,19,Hungary,f0ac8ee6,0,0,0,Bundesliga,f0ac8ee6 34640cc6 7cc68edf
b3d76d84,Lucas Chevalier,Goalkeeper,Right,192,23,France,cb188c0c,0,0,44,Ligue 1,cb188c0c 259d3345
1bfb6fef,Bafode Diakite,Defender,Right,182,24,France,cb188c0c,4,1,41,Ligue 1,3f8c4b5f cb188c0c
102c9665,Alexsandro Ribeiro,Defender,Right,189,25,Brazil,cb188c0c,1,2,40,Ligue 1,cb188c0c
ef9c1c95,Benjamin Andre,Defender Midfielder,Right,177,34,France,cb188c0c,0,3,39,Ligue 1,7a54bb4f b3072e00 cb188c0c
ce50fd99,Jonathan David,Midfielder Forward,Right,180,25,Canada,cb188c0c,23,7,42,Ligue 1,51e5a603 cb188c0c
e162b013,Thomas Meunier,Defender Midfielder,Right,190,33,Belgium,cb188c0c,2,1,39,Ligue 1,c8ad3091 f1e6c5f1 e2d8892c 40347053 cb188c0c add600ae
d5d22a58,Gabriel Gudmundsson,Defender Midfielder,Left,181,26,Sweden,cb188c0c,2,1,39,Ligue 1,cb188c0c 17366e53 bec05adb
e2ae54db,Hakon Arnar Haraldsson,Midfielder Forward,Right,180,22,Iceland,cb188c0c,7,3,31,Ligue 1,cb188c0c 18050b20
fbd6378b,Aissa Mandi,Defender,Right,186,33,Algeria,cb188c0c,0,0,29,Ligue 1,2a8183b3 7fdd64e0 cb188c0c fc536746
bb461b8a,Ngal'Ayel Mukau,Midfielder,Left,185,20,Congo DR,cb188c0c,2,1,30,Ligue 1,09f00144 cb188c0c
8006228f,Ayyoub Bouaddi,Midfielder,None,None,17,France,cb188c0c,0,2,33,Ligue 1,cb188c0c
6f9fa232,Osame Sahraoui,Midfielder Forward,Both,170,23,Morocco,cb188c0c,5,4,39,Ligue 1,60aa17d7 cb188c0c 193ff7aa
a8567629,Mitchel Bakker,Defender Midfielder,Left,185,24,Netherlands,cb188c0c,4,3,33,Ligue 1,a26209d7 c7a9f859 e2d8892c cb188c0c 19c3f8c4 922493f3
148e136f,Remy Cabella,Midfielder Forward,Right,171,35,France,cb188c0c,2,3,30,Ligue 1,b2b47a98 fa11a9cc 281b0e73 5725cc7b cb188c0c d298ef2c e95faa7f
1961b2aa,Andre Gomes,Midfielder,Right,188,31,Portugal,cb188c0c,0,0,22,Ligue 1,2e99ee2e 206d90db a77c513e dcc91a7b d3fd31cc cb188c0c
34a88e3e,Edon Zhegrova,Midfielder Forward,Left,181,26,Kosovo,cb188c0c,5,2,17,Ligue 1,1e972a99 d3d9424a cb188c0c
0cdb6a2a,Matias Fernandez-Pardo,Forward,None,None,20,Belgium,cb188c0c,5,3,32,Ligue 1,51e5a603 cb188c0c
cf182add,Ismaily,Defender,Left,177,35,Brazil,cb188c0c,0,2,20,Ligue 1,69d84c29 e89d5a28 edd72164 cb188c0c
645a3363,Angel Gomes,Midfielder Forward,Right,168,24,England,cb188c0c,2,1,18,Ligue 1,37b7e9e2 92aca032 cb188c0c 19538871
e2b384d2,Chuba Akpom,Midfielder Forward,Right,183,29,England,cb188c0c,7,2,39,Ligue 1,5a5e7874 ad0e69a2 7f59c601 e4a775cb 80328a1e 19c3f8c4 d07537b9 cb188c0c 18bb7c10 cd051869 f7e3dfe9 bd8769d1
3eeebc87,Tiago Santos,Defender,Right,175,22,Portugal,cb188c0c,0,0,9,Ligue 1,00c41b75 cb188c0c
01870104,Mohamed Lamine Bayo,Forward,Right,188,26,Guinea,c2e6b53b,2,2,21,Ligue 1,d9676424 5c2737db c2e6b53b cb188c0c
d595de71,Ethan Mbappe,Midfielder,None,None,18,France,cb188c0c,0,0,12,Ligue 1,e2d8892c cb188c0c
3189f61a,Nabil Bentaleb,Midfielder,Left,187,30,Algeria,cb188c0c,1,0,10,Ligue 1,69236f98 b2b47a98 cb188c0c c539e393 361ca564
c4173f1a,Vito Mannone,Goalkeeper,Right,191,37,Italy,cb188c0c,0,0,0,Ligue 1,293cb36b 99ea75a6 d2c87802 8ef52968 18bb7c10 cb188c0c fd6114db b0ac61ff 31aa0dd4 bd8769d1
2a0f917e,Ousmane Toure,Defender,None,None,20,France,259d3345,0,0,2,Ligue 1,cb188c0c
fdfe71e8,Younes Lachaab,Midfielder,None,None,20,France,cb188c0c,0,0,3,Ligue 1,cb188c0c
4fe2648c,Aaron Malouda,Forward,Right,183,19,France,1cbf5f9e,0,0,1,Ligue 1,cb188c0c
dbc1e5d8,Rafael Fernandes,Defender,None,None,22,Portugal,86b7acd2,0,0,3,Premiership,86b7acd2 0d36ddd4 cb188c0c
af8e48b6,Vincent Burlet,Defender,Left,None,19,Belgium,cd5d7aa6,0,0,0,Ligue 1,04bf3c00 cb188c0c
0ba1749b,Soriba Diaoune,Forward,None,None,17,France,cb188c0c,0,0,0,None,cb188c0c
cd2cb5bb,Andrej Ilic,Forward,Right,184,25,Serbia,7a41008f,7,0,16,Bundesliga,60aa17d7 386c1777 7a41008f cb188c0c bcb0c370
0ff630d0,Akim Zedadka,Defender,Right,175,29,Algeria,ad2649a5,0,2,12,Ekstraklasa,70f96e85 fd4e0f7d 5ae09109 800303a0 ad2649a5 cb188c0c d9676424
3eed9821,Samuel Umtiti,Defender,Left,181,31,France,cb188c0c,0,0,0,Ligue 1,d53c0b06 ffcbe334 206d90db cb188c0c
479a3671,Lilian Baret,Defender,None,None,19,France,cb188c0c,0,0,0,None,cb188c0c
df6f64d3,Isaac Cossier,Defender,None,None,18,France,cb188c0c,0,0,0,None,cb188c0c
0f183610,Morgan Costarelli,Defender,None,None,20,France,cb188c0c,0,0,0,None,cb188c0c
5ee6e943,Marc-Aurele Caillard,Goalkeeper,Right,191,31,France,cb188c0c,0,0,0,Ligue 1,d41b5f53 cb188c0c d9676424 fd6114db f83960ae
b2d31e83,Dan Burn,Defender,Left,198,33,England,b2b47a98,1,1,37,Premier League,e59ddc76 b2b47a98 ec79b7c2 3902ac3a d07537b9 fd962109 bd5179b9
82518f62,Bruno Guimaraes,Midfielder,Right,182,27,Brazil,b2b47a98,5,6,38,Premier League,2091c619 b2b47a98 d53c0b06
c8aa95da,Fabian Schar,Defender,Right,186,33,Switzerland,b2b47a98,4,0,34,Premier League,033ea6b8 d3d9424a 91df880d 2a60ed82 b2b47a98
afed6722,Valentino Livramento,Defender Midfielder,Right,173,22,England,b2b47a98,0,1,37,Premier League,33c895d4 b2b47a98 cff3d9bb 09080694 179c33c7
0db169ae,Sandro Tonali,Midfielder,Right,181,25,Italy,b2b47a98,4,2,36,Premier League,dc56fe14 4ef57aeb b2b47a98
8e92be30,Alexander Isak,Forward,Right,190,25,Sweden,b2b47a98,23,6,34,Premier League,e31d1cd9 d943111d b2b47a98 b0333581 add600ae f0479d7b
c17bfb65,Joelinton,Midfielder Forward,Right,190,28,Brazil,b2b47a98,4,3,29,Premier League,033ea6b8 ece66b78 b2b47a98 912e4c40
2bd83368,Anthony Gordon,Midfielder Forward,Right,173,24,England,b2b47a98,6,5,34,Premier League,d3fd31cc 22df8478 b2b47a98 4d6fce81
4b40d9ca,Nick Pope,Goalkeeper,Right,190,33,England,b2b47a98,0,0,28,Premier League,e272e7a8 cbc02110 b2b47a98 943e8050 41da1cf3 a8290768 7a8db6d4
de112b84,Jacob Murphy,Defender Midfielder Forward,Right,176,30,England,b2b47a98,8,12,35,Premier League,1c781004 2b9f86b0 bba7d733 b17b8146 b2b47a98 60c6b05f 7cbf5cb4 3149e189 f7e3dfe9 1b295b25
da011f18,Lewis Hall,Defender Midfielder,Left,179,20,England,b2b47a98,0,4,27,Premier League,de731359 b2b47a98 cff3d9bb 09080694
3ea50f67,Harvey Barnes,Midfielder Forward,Right,174,27,England,b2b47a98,9,4,33,Premier League,fcf5b1e1 90773bc8 60c6b05f b2b47a98 293cb36b a2d435b3
21512407,Kieran Trippier,Defender Midfielder,Right,178,34,England,b2b47a98,0,3,25,PL2,b2b47a98 943e8050 293cb36b 3ea79db4 db3b9613 361ca564
a3b03921,Joe Willock,Midfielder,Right,178,25,England,b2b47a98,0,2,32,Premier League,b2b47a98 18bb7c10 ad0e69a2
3a949a25,Martin Dubravka,Goalkeeper,Right,190,36,Slovakia,b2b47a98,0,0,10,Premier League,2c9bebcd b2b47a98 19538871 ecb862be 31aa0dd4
a2b105e0,Sean Longstaff,Midfielder,Right,181,27,England,b2b47a98,0,0,25,Premier League,b2b47a98 91df880d 7cbf5cb4 25f1fd26
77cf6852,Emil Krafth,Defender,Right,181,30,Sweden,b2b47a98,0,0,12,Premier League,dc06109e 1d8099f8 b2b47a98 25622401 f8a195cc 3ea79db4
f31def1e,Lloyd Kelly,Defender,Left,181,26,England,e0652b02,0,1,24,Serie A,e0652b02 93493607 b2b47a98 4ba7cbea
ccce7025,Sven Botman,Defender,Left,195,25,Netherlands,b2b47a98,0,0,8,PL2,a26209d7 b2b47a98 cb188c0c 3ea79db4 193ff7aa
2c6835e5,Lewis Miley,Midfielder,None,None,19,England,b2b47a98,1,0,14,Premier League,b2b47a98 3ea79db4
c596fcb0,Callum Wilson,Forward,Right,180,33,England,b2b47a98,0,0,18,Premier League,31a305e0 6711b681 4ba7cbea b2b47a98 f7e3dfe9
7b355808,William Osula,Forward,None,None,21,Denmark,b2b47a98,1,0,14,Premier League,1df6b87e 26ab47ee b2b47a98
862a1c15,Miguel Almiron,Midfielder Forward,Left,174,31,Paraguay,1ebc1a5b,3,1,14,MLS,11b6dba8 b2b47a98 1ebc1a5b
e514ab62,Matt Targett,Defender Midfielder,Left,178,29,England,b2b47a98,0,0,2,PL2,8602292d 33c895d4 b2b47a98 fd962109 ed54a8b3 3ea79db4
03df04ff,Odisseas Vlachodimos,Goalkeeper,Right,191,31,Greece,b2b47a98,0,0,0,Premier League,e4a775cb b2b47a98 598bc722 a77c513e f3a5726c 2959ee71
7cefbace,Trevan Sanusi,Forward,None,None,18,England,3ea79db4,0,0,0,PL2,ec79b7c2 3ea79db4
450ab6fc,Jamaal Lascelles,Defender,Right,189,31,England,b2b47a98,0,0,0,Premier League,e4a775cb b2b47a98 aca0450a
f1c42eb3,Alex Murphy,Defender,None,None,20,Republic of Ireland,445d3104,2,0,13,League One,445d3104 b2b47a98 3ea79db4
ff392864,Sean Neave,Forward,None,None,18,England,3ea79db4,0,0,0,Premier League,b2b47a98 3ea79db4
5536f008,Leo Shahar,Defender,None,None,18,England,3ea79db4,0,0,0,Premier League,b2b47a98 3ea79db4
da8b19e2,John Ruddy,Goalkeeper,Right,193,38,England,b2b47a98,0,0,0,Premier League,93493607 d96bbc04 1c781004 26f3c471 793f90cb dad7970b f13a527f ec79b7c2 8cec06e1 b2b47a98 c6ce4b54 d3fd31cc 41da1cf3 9d04848a
7956236f,Emiliano Martinez,Goalkeeper,Right,193,32,Argentina,8602292d,0,0,49,Premier League,8602292d ad0e69a2 bba7d733 8cec06e1 18bb7c10 7848bd64 604617a2 b0ac61ff 375d66f1
56f7a928,Youri Tielemans,Midfielder,Right,177,28,Belgium,8602292d,5,10,48,Premier League,a2d435b3 fd6114db 8602292d 08ad393c
2e5915f1,Morgan Rogers,Midfielder Forward,Left,189,22,England,8602292d,12,12,49,Premier League,8602292d e41e516f 7f59c601 d76b7bed 4ba7cbea 7cbf5cb4 30c24d2d
0313a347,Ezri Konsa,Defender Forward,Right,183,27,England,8602292d,3,0,45,Premier League,7a8db6d4 cd051869 8602292d
aed3a70f,Ollie Watkins,Midfielder Forward,Right,180,29,England,8602292d,17,12,50,Premier League,05791fbc cd051869 8602292d
1b84dbe1,Lucas Digne,Defender Midfielder,Left,178,31,France,8602292d,0,4,41,Premier League,8602292d 206d90db e2d8892c cf74a709 d3fd31cc cb188c0c
90f91999,John McGinn,Midfielder Forward,Left,178,30,Scotland,8602292d,4,6,44,Premier League,f3aacc58 3568ad4c 8602292d
cc77354e,Boubacar Kamara,Defender Midfielder,Right,178,25,France,8602292d,1,0,36,PL2,6934984c 8602292d 5725cc7b
2389cdc2,Matty Cash,Defender Midfielder Forward,Right,185,27,Poland,8602292d,1,1,35,Premier League,e4a775cb 8602292d 4db00b00
532e1e4f,Pau Torres,Defender,Left,191,28,Spain,8602292d,0,2,33,Premier League,2a8183b3 1c896955 8602292d
1544f145,Jacob Ramsey,Midfielder Forward,Right,180,23,England,8602292d,2,5,39,Premier League,8602292d 5b4413b6 03d10d77
3a233281,Leon Bailey,Midfielder Forward,Left,181,27,Jamaica,8602292d,2,3,32,Premier League,1e972a99 8602292d c7a9f859
828657ff,Amadou Onana,Midfielder,Right,187,23,Belgium,8602292d,4,0,31,Premier League,8602292d 26790c6a 0d978394 d3fd31cc cb188c0c 6de8c4a5
cab9634e,Ian Maatsen,Defender Midfielder,Left,167,23,Netherlands,8602292d,2,2,39,Premier League,8602292d cff3d9bb 09080694 943e8050 7a8db6d4 add600ae f7e3dfe9
8397a50c,Tyrone Mings,Defender,Left,195,32,England,8602292d,0,0,18,PL2,8602292d 6934984c 4ba7cbea b74092de
b4a014b1,Diego Carlos,Defender,Right,185,32,Brazil,ae1e2d7d,0,0,20,Süper Lig,8602292d ad2be733 d7a486cd ae1e2d7d 00c41b75
45af8a54,Marco Asensio,Midfielder Forward,Left,178,29,Spain,8602292d,8,5,33,Premier League,8602292d 2aa12281 e2d8892c a8661628 53a2f082
414184f7,Jader Duran,Forward,Left,186,21,Colombia,6baef27f,18,0,40,Saudi Professional League,67cdee3a 6baef27f 8602292d f9940243
a1d5bd30,Marcus Rashford,Midfielder Forward,Right,180,27,England,8602292d,7,6,35,Premier League,8602292d 19538871
bca5c4a7,Lamare Bogarde,Defender Midfielder,Right,183,21,Netherlands,8602292d,0,0,12,Premier League,8602292d 6934984c 5b4413b6 654f3ca6
3a24769f,Ross Barkley,Midfielder,Right,189,31,England,8602292d,4,1,26,Premier League,8602292d bba7d733 5bfb9659 cff3d9bb 09080694 e297cd13 d3fd31cc 132ebc33
ad82197c,Axel Disasi,Defender,Right,190,27,France,8602292d,2,2,22,Premier League,8602292d cff3d9bb 056a5a75 fd6114db 7fdd64e0
19f4d211,Jaden Philogene Bidace,Midfielder Forward,Both,174,23,England,b74092de,2,0,24,Premier League,75fae011 8602292d 17892952 b74092de 5b4413b6 bd8769d1
40498af1,Andres Garcia,Defender,None,None,22,Spain,8602292d,3,3,29,Premier League,9800b6a1 8602292d
116c35df,Donyell Malen,Midfielder Forward,Right,179,26,Netherlands,8602292d,8,1,33,Premier League,8602292d e334d850 ad0e69a2 8e1ea572 add600ae
66b76d44,Emi Buendia,Midfielder Forward,Right,170,28,Argentina,c7a9f859,2,0,29,Bundesliga,8602292d 1c781004 c7a9f859 38bf50d2 7848bd64
c70be9cf,Kosta Nedeljkovic,Defender,None,None,19,Serbia,acbb6a5b,0,0,17,Bundesliga,8602292d 099c6eb5 acbb6a5b
e7ee38c3,Robin Olsen,Goalkeeper,Right,198,35,Sweden,8602292d,0,0,4,Premier League,5a5e7874 8602292d f3d8c8b9 c4260e09 cf74a709 d3fd31cc 1df6b87e 18050b20
5600c774,Joe Gauci,Goalkeeper,None,194,24,Australia,293cb36b,0,0,7,League One,8602292d 31553c94 605aca82 293cb36b a4302376
91c75917,Kadan Young,Midfielder,None,None,19,England,c2e6b53b,0,0,3,Pro League A,6934984c c2e6b53b 5b4413b6 8602292d
a42f6058,Sil Swinkels,Defender,None,190,21,Netherlands,654f3ca6,2,0,14,Premier League,8602292d 6934984c 5b4413b6 654f3ca6
634c58a6,Aidan Borland,Midfielder,None,None,18,Scotland,6934984c,0,0,0,PL2,6934984c
1e711234,Jamaldeen Jimoh,Midfielder,None,None,18,England,6934984c,0,0,0,Premier League,6934984c 8602292d
cdf9e86a,Benjamin Broggio,Forward,None,None,18,England,6934984c,0,0,0,Premier League,6934984c 8602292d
e0b5d31b,Travis Patterson,Defender,None,None,19,England,fcf5b1e1,0,0,7,League Two,6934984c 5b4413b6 8602292d fcf5b1e1
b96cec48,Sam Proctor,Goalkeeper,None,None,18,England,6934984c,0,0,0,PL2,6934984c 8602292d
be18d79f,Oliwier Zych,Goalkeeper,Right,193,20,Poland,6934984c,0,0,0,Premier League,6934984c cbfe68b7 5b4413b6 8602292d
3fcc22d5,Triston Rowe,Defender,None,None,19,England,6934984c,0,0,0,PL2,6934984c
802ee5ca,Bradley Paul Burrowes,Midfielder,None,None,17,England,6934984c,0,0,0,PL2,6934984c
04fd8cde,Kobei Moore,Forward,None,None,20,England,d6a369a2,1,0,10,League Two,6934984c d6a369a2
8c63fae5,Luca Ranieri,Defender,Left,187,26,Italy,421387cf,3,4,45,Serie A,948f8c03 1d2fe027 72c031e3 c5577084 421387cf
b5f7d10b,Dodo,Defender Midfielder,Right,166,26,Brazil,421387cf,0,6,43,Serie A,3f319bc9 421387cf d680d257 e89d5a28
7ba6d84e,David de Gea,Goalkeeper,Right,192,34,Spain,421387cf,0,0,40,Serie A,db3b9613 421387cf 19538871
3d50bcdb,Moise Kean,Forward,Right,182,25,Italy,421387cf,22,3,41,Serie A,e0652b02 e2d8892c 421387cf d3fd31cc 0e72edf2
5e3ecc35,Pietro Comuzzo,Defender,None,None,20,Italy,421387cf,1,0,42,Serie A,421387cf
2d970560,Robin Gosens,Defender Midfielder,Left,181,30,Germany,421387cf,8,8,41,Serie A,c882b88e 7a41008f 421387cf 70766eab 922493f3 d609edc0
c7259b83,Rolando Mandragora,Midfielder,Left,183,27,Italy,421387cf,9,5,40,Serie A,e0652b02 3074d7b1 04eea015 421387cf 658bf2de b985784c 105360fe
482d2bc3,Lucas Beltran,Midfielder Forward,None,None,24,Argentina,421387cf,6,4,45,Serie A,421387cf ef99c78c 2d84bb17
ba3d3bea,Danilo Cataldi,Midfielder,Right,180,30,Italy,421387cf,3,0,32,Serie A,7213da33 3074d7b1 4fcb34fd 421387cf 658bf2de
2a6cd437,Marin Pongracic,Defender,Right,190,27,Croatia,421387cf,0,1,26,Serie A,4eaa11d7 50f2a074 ffcbe334 421387cf 2fbdf057 add600ae
0967845b,Fabiano Parisi,Defender,Left,178,24,Italy,421387cf,2,0,37,Serie A,421387cf a3d88bd8
b79858d5,Albert Gudmundsson,Midfielder Forward,Right,177,27,Iceland,421387cf,8,1,32,Serie A,c2f85bbb e334d850 3986b791 421387cf 658bf2de 8e1ea572
2b7cdb79,Amir Richardson,Midfielder,Left,195,23,Morocco,421387cf,2,1,37,Serie A,5c2737db 421387cf 7fdd64e0
26777636,Yacine Adli,Midfielder,Right,186,24,France,421387cf,5,7,35,Serie A,421387cf e2d8892c 123f3efe dc56fe14
6499048c,Andrea Colpani,Midfielder Forward,Left,186,26,Italy,421387cf,2,1,28,Serie A,a6a65dea 421387cf 922493f3 21680aa4
366be751,Nicolo Fagioli,Midfielder,Right,178,24,Italy,421387cf,2,3,42,Serie A,e0652b02 421387cf 9aad3a77
58e933d2,Christian Kouame,Midfielder Forward,Right,185,27,Cote d'Ivoire,a3d88bd8,2,1,32,Serie A,08ad393c 421387cf a3d88bd8 658bf2de 1a8d4355
94816803,Riccardo Sottil,Midfielder Forward,Right,180,25,Italy,dc56fe14,3,1,28,Serie A,c4260e09 dc56fe14 421387cf b985784c
aa54ec6f,Pablo Mari,Defender,Left,191,31,Spain,421387cf,0,0,32,Serie A,2a60ed82 ad0e69a2 9024a00a 04eea015 8ed04be8 d5de8ff3 2aa12281 639950ae 421387cf 18bb7c10 21680aa4
ae94a6c5,Edoardo Bove,Midfielder,Right,171,23,Italy,421387cf,1,2,15,Serie A,cf74a709 421387cf
e1b0a70d,Pietro Terracciano,Goalkeeper,Right,193,35,Italy,421387cf,0,0,9,Serie A,2fe3a344 c5577084 421387cf a3d88bd8 7b046f08
